YEAR,MO,DY,WS10M
2019,10,18,3.12
2019,10,19,0.75
2019,10,20,2.14
2019,10,21,4.26
2019,10,22,3.46
2019,10,23,4.42
2019,10,24,3.72
2019,10,25,4.01
2019,10,26,2.7
2019,10,27,1.91
2019,10,28,3.51
2019,10,29,4.02
2019,10,30,5.52
2019,10,31,4.79
2019,11,1,1.2
2019,11,2,1.03
2019,11,3,1.94
2019,11,4,1.64
2019,11,5,2.34
2019,11,6,3.6
2019,11,7,3.24
2019,11,8,2.93
2019,11,9,2.05
2019,11,10,1.67
2019,11,11,1.84
2019,11,12,2.41
2019,11,13,3.91
2019,11,14,2.91
2019,11,15,2.59
2019,11,16,2.43
2019,11,17,2.85
2019,11,18,2.05
2019,11,19,2.13
2019,11,20,2.63
2019,11,21,3.67
2019,11,22,2.77
2019,11,23,4.22
2019,11,24,3.55
2019,11,25,3.55
2019,11,26,4.62
2019,11,27,3.82
2019,11,28,3.46
2019,11,29,3.53
2019,11,30,4.98
2019,12,1,4.3
2019,12,2,3.54
2019,12,3,3.62
2019,12,4,4.11
2019,12,5,4.97
2019,12,6,5.94
2019,12,7,4.56
2019,12,8,4.36
2019,12,9,4.53
2019,12,10,3.27
2019,12,11,3.05
2019,12,12,2.95
2019,12,13,3.41
2019,12,14,4.02
2019,12,15,5.3
2019,12,16,4.25
2019,12,17,4.77
2019,12,18,5.65
2019,12,19,6.02
2019,12,20,4.45
2019,12,21,4.77
2019,12,22,3.82
2019,12,23,3.56
2019,12,24,2.93
2019,12,25,3.05
2019,12,26,3.55
2019,12,27,3.37
2019,12,28,3.62
2019,12,29,3.92
2019,12,30,3.99
2019,12,31,3.12
2020,1,1,2.12
2020,1,2,2.37
2020,1,3,2.86
2020,1,4,1.54
2020,1,5,2.02
2020,1,6,4.49
2020,1,7,4.04
2020,1,8,3.59
2020,1,9,3.1
2020,1,10,4.28
2020,1,11,4.3
2020,1,12,3.29
2020,1,13,2.41
2020,1,14,2.52
2020,1,15,2.69
2020,1,16,2.68
2020,1,17,2.7
2020,1,18,3.35
2020,1,19,4.2
2020,1,20,4.16
2020,1,21,3.98
2020,1,22,5.48
2020,1,23,5.33
2020,1,24,5.01
2020,1,25,3.24
2020,1,26,2.86
2020,1,27,2.19
2020,1,28,1.89
2020,1,29,2.89
2020,1,30,2.16
2020,1,31,2.24
2020,2,1,3.26
2020,2,2,3.41
2020,2,3,2.83
2020,2,4,3.02
2020,2,5,2.3
2020,2,6,2.46
2020,2,7,2.51
2020,2,8,2.16
2020,2,9,2.37
2020,2,10,3.86
2020,2,11,4.95
2020,2,12,3.87
2020,2,13,2.8
2020,2,14,2.11
2020,2,15,2.19
2020,2,16,2.66
2020,2,17,2.97
2020,2,18,3.5
2020,2,19,3.26
2020,2,20,3.85
2020,2,21,3.88
2020,2,22,6.59
2020,2,23,5.39
2020,2,24,4.61
2020,2,25,2.5
2020,2,26,2.55
2020,2,27,2.28
2020,2,28,2.59
2020,2,29,2.42
2020,3,1,2.69
2020,3,2,2.2
2020,3,3,2.77
2020,3,4,3.58
2020,3,5,2.3
2020,3,6,3.19
2020,3,7,2.7
2020,3,8,2.32
2020,3,9,2.31
2020,3,10,2.02
2020,3,11,2.37
2020,3,12,2.3
2020,3,13,2.25
2020,3,14,2.45
2020,3,15,2.14
2020,3,16,2.73
2020,3,17,5.01
2020,3,18,3.85
2020,3,19,3.1
2020,3,20,2.5
2020,3,21,2.65
2020,3,22,1.71
2020,3,23,2.02
2020,3,24,2
2020,3,25,1.92
2020,3,26,3.21
2020,3,27,3.53
2020,3,28,2.98
2020,3,29,1.97
2020,3,30,2.15
2020,3,31,2.03
2020,4,1,3.28
2020,4,2,3.43
2020,4,3,2.42
2020,4,4,2.02
2020,4,5,1.63
2020,4,6,1.77
2020,4,7,2.76
2020,4,8,3.33
2020,4,9,2.72
2020,4,10,2.45
2020,4,11,2.85
2020,4,12,2.63
2020,4,13,2.05
2020,4,14,1.99
2020,4,15,2.21
2020,4,16,2.12
2020,4,17,1.82
2020,4,18,2.74
2020,4,19,1.6
2020,4,20,2.42
2020,4,21,2.28
2020,4,22,2.3
2020,4,23,3.42
2020,4,24,4.66
2020,4,25,4.02
2020,4,26,2.38
2020,4,27,2.95
2020,4,28,2.5
2020,4,29,3.92
2020,4,30,2.9
2020,5,1,3.34
2020,5,2,4.01
2020,5,3,3.53
2020,5,4,3.13
2020,5,5,2.2
2020,5,6,2.49
2020,5,7,2.75
2020,5,8,2.12
2020,5,9,1.71
2020,5,10,1.9
2020,5,11,2.68
2020,5,12,1.23
2020,5,13,1.58
2020,5,14,2.56
2020,5,15,5.34
2020,5,16,5.3
2020,5,17,6.95
2020,5,18,7.71
2020,5,19,7.12
2020,5,20,6.9
2020,5,21,5.41
2020,5,22,5.25
2020,5,23,5.39
2020,5,24,6.52
2020,5,25,4.78
2020,5,26,4.38
2020,5,27,4.06
2020,5,28,4.14
2020,5,29,3.91
2020,5,30,3.47
2020,5,31,4.97
2020,6,1,4.55
2020,6,2,4.56
2020,6,3,4.45
2020,6,4,4.8
2020,6,5,5.77
2020,6,6,5.86
2020,6,7,5.07
2020,6,8,5.2
2020,6,9,5.7
2020,6,10,5.8
2020,6,11,5.38
2020,6,12,5.27
2020,6,13,5.27
2020,6,14,6.69
2020,6,15,5.46
2020,6,16,4.34
2020,6,17,4.46
2020,6,18,4.25
2020,6,19,4.61
2020,6,20,4.17
2020,6,21,5.92
2020,6,22,6.66
2020,6,23,4.49
2020,6,24,4.71
2020,6,25,4.41
2020,6,26,6.09
2020,6,27,5.84
2020,6,28,5.5
2020,6,29,5.75
2020,6,30,4.47
2020,7,1,3.97
2020,7,2,4.69
2020,7,3,4.7
2020,7,4,5.25
2020,7,5,4.09
2020,7,6,5.66
2020,7,7,4.93
2020,7,8,4.71
2020,7,9,4.2
2020,7,10,4.41
2020,7,11,4.01
2020,7,12,5.33
2020,7,13,5.55
2020,7,14,5.44
2020,7,15,5.27
2020,7,16,3.95
2020,7,17,4.7
2020,7,18,3.89
2020,7,19,4.74
2020,7,20,3.38
2020,7,21,3.09
2020,7,22,3.65
2020,7,23,3.02
2020,7,24,4.68
2020,7,25,3.69
2020,7,26,4.62
2020,7,27,4.89
2020,7,28,5.98
2020,7,29,7.48
2020,7,30,6.27
2020,7,31,6.55
2020,8,1,5.62
2020,8,2,6.43
2020,8,3,6.31
2020,8,4,4.69
2020,8,5,5.7
2020,8,6,6.5
2020,8,7,6.2
2020,8,8,6.39
2020,8,9,6.48
2020,8,10,5.42
2020,8,11,5.55
2020,8,12,5.26
2020,8,13,5.23
2020,8,14,4.56
2020,8,15,3.91
2020,8,16,3.78
2020,8,17,3.64
2020,8,18,4.27
2020,8,19,4.95
2020,8,20,4.84
2020,8,21,4.01
2020,8,22,4.38
2020,8,23,4.17
2020,8,24,4.12
2020,8,25,4.5
2020,8,26,4.35
2020,8,27,4.93
2020,8,28,5.12
2020,8,29,4.46
2020,8,30,4.52
2020,8,31,4.7
2020,9,1,4.86
2020,9,2,3.74
2020,9,3,4.06
2020,9,4,3.52
2020,9,5,5.65
2020,9,6,6.11
2020,9,7,5.54
2020,9,8,4.29
2020,9,9,4.68
2020,9,10,6.02
2020,9,11,4.88
2020,9,12,4.41
2020,9,13,4.54
2020,9,14,5.02
2020,9,15,4.98
2020,9,16,5.38
2020,9,17,5.47
2020,9,18,5.7
2020,9,19,5.62
2020,9,20,6.16
2020,9,21,6.87
2020,9,22,6.04
2020,9,23,5.38
2020,9,24,4.06
2020,9,25,3.65
2020,9,26,3.58
2020,9,27,3.17
2020,9,28,4.05
2020,9,29,4.33
2020,9,30,4.77
2020,10,1,4.69
2020,10,2,4.61
2020,10,3,4.45
2020,10,4,5.07
2020,10,5,6.07
2020,10,6,5.3
2020,10,7,5.45
2020,10,8,3.84
2020,10,9,4.26
2020,10,10,4.27
2020,10,11,5.49
2020,10,12,6.74
2020,10,13,6.81
2020,10,14,6.59
2020,10,15,4.33
2020,10,16,5.3
2020,10,17,4.2
2020,10,18,3.77
2020,10,19,3.98
2020,10,20,4.53
2020,10,21,4.45
2020,10,22,4.79
2020,10,23,4.39
2020,10,24,3.8
2020,10,25,3.62
2020,10,26,3.25
2020,10,27,2.96
2020,10,28,2.65
2020,10,29,1.95
2020,10,30,2.22
2020,10,31,1.73
2020,11,1,1.88
2020,11,2,2.19
2020,11,3,1.91
2020,11,4,2.23
2020,11,5,1.84
2020,11,6,2.62
2020,11,7,3.75
2020,11,8,3.38
2020,11,9,3.23
2020,11,10,2.84
2020,11,11,2.76
2020,11,12,3.68
2020,11,13,3.18
2020,11,14,3.94
2020,11,15,3.18
2020,11,16,4.76
2020,11,17,5.53
2020,11,18,3.46
2020,11,19,2.95
2020,11,20,3.12
2020,11,21,3.22
2020,11,22,2.52
2020,11,23,1.7
2020,11,24,2.88
2020,11,25,4.02
2020,11,26,4.77
2020,11,27,3.01
2020,11,28,2.16
2020,11,29,3.27
2020,11,30,3.5
2020,12,1,4.32
2020,12,2,2.55
2020,12,3,4.03
2020,12,4,6.18
2020,12,5,3.34
2020,12,6,2.36
2020,12,7,2.93
2020,12,8,3.98
2020,12,9,3.93
2020,12,10,4.02
2020,12,11,3.51
2020,12,12,2.74
2020,12,13,2.59
2020,12,14,3.73
2020,12,15,3.18
2020,12,16,4.1
2020,12,17,3.45
2020,12,18,4.12
2020,12,19,6.36
2020,12,20,5.48
2020,12,21,5.77
2020,12,22,5.05
2020,12,23,4.81
2020,12,24,4.63
2020,12,25,4.96
2020,12,26,4.63
2020,12,27,3.09
2020,12,28,2.53
2020,12,29,3.27
2020,12,30,4.59
2020,12,31,5.49
2021,1,1,5.82
2021,1,2,4.11
2021,1,3,3.73
2021,1,4,4.33
2021,1,5,3.48
2021,1,6,1.99
2021,1,7,2.88
2021,1,8,2.09
2021,1,9,3.3
2021,1,10,2.41
2021,1,11,3.97
2021,1,12,5.88
2021,1,13,5.2
2021,1,14,5.16
2021,1,15,4.21
2021,1,16,4.03
2021,1,17,4.17
2021,1,18,5.08
2021,1,19,3.44
2021,1,20,2.31
2021,1,21,1.74
2021,1,22,2.69
2021,1,23,2.74
2021,1,24,3.72
2021,1,25,4.5
2021,1,26,4.28
2021,1,27,4.1
2021,1,28,4.09
2021,1,29,2.71
2021,1,30,2.66
2021,1,31,4.1
2021,2,1,5.39
2021,2,2,5.2
2021,2,3,5.58
2021,2,4,5.02
2021,2,5,3.94
2021,2,6,3.95
2021,2,7,4.83
2021,2,8,6.35
2021,2,9,4.89
2021,2,10,5.15
2021,2,11,4.04
2021,2,12,4.48
2021,2,13,3.3
2021,2,14,2.62
2021,2,15,2.25
2021,2,16,2.03
2021,2,17,1.62
2021,2,18,2.4
2021,2,19,2.56
2021,2,20,2.48
2021,2,21,2.51
2021,2,22,2.73
2021,2,23,2.93
2021,2,24,2.8
2021,2,25,2.4
2021,2,26,1.61
2021,2,27,1.38
2021,2,28,2.35
2021,3,1,2.41
2021,3,2,3.1
2021,3,3,4.66
2021,3,4,3.74
2021,3,5,3.04
2021,3,6,2.28
2021,3,7,2.04
2021,3,8,2.91
2021,3,9,3.88
2021,3,10,4.27
2021,3,11,1.93
2021,3,12,3.92
2021,3,13,2.88
2021,3,14,3.74
2021,3,15,2.88
2021,3,16,2.23
2021,3,17,2.53
2021,3,18,2.55
2021,3,19,1.9
2021,3,20,2.06
2021,3,21,1.51
2021,3,22,2.12
2021,3,23,2.83
2021,3,24,2.7
2021,3,25,1.86
2021,3,26,2.91
2021,3,27,2.52
2021,3,28,2.9
2021,3,29,2.92
2021,3,30,3.09
2021,3,31,3.83
2021,4,1,5.05
2021,4,2,5.24
2021,4,3,5.29
2021,4,4,6.05
2021,4,5,5.04
2021,4,6,2.15
2021,4,7,1.74
2021,4,8,2.62
2021,4,9,2.24
2021,4,10,1.9
2021,4,11,1.66
2021,4,12,1.28
2021,4,13,1.91
2021,4,14,2.18
2021,4,15,1.89
2021,4,16,2.44
2021,4,17,2.46
2021,4,18,2.55
2021,4,19,3.64
2021,4,20,3.62
2021,4,21,3.43
2021,4,22,3.11
2021,4,23,3.02
2021,4,24,3.34
2021,4,25,2.56
2021,4,26,2.45
2021,4,27,2.42
2021,4,28,2.8
2021,4,29,3.67
2021,4,30,2.79
2021,5,1,1.73
2021,5,2,1.63
2021,5,3,2.46
2021,5,4,1.91
2021,5,5,1.73
2021,5,6,1.87
2021,5,7,1.15
2021,5,8,1.62
2021,5,9,2.15
2021,5,10,2.48
2021,5,11,3.46
2021,5,12,4.27
2021,5,13,5.02
2021,5,14,4.84
2021,5,15,6.89
2021,5,16,4.67
2021,5,17,4.23
2021,5,18,3.9
2021,5,19,4.51
2021,5,20,3.6
2021,5,21,3.41
2021,5,22,3.97
2021,5,23,4.05
2021,5,24,4.8
2021,5,25,6.51
2021,5,26,7.52
2021,5,27,7.8
2021,5,28,6.38
2021,5,29,6.39
2021,5,30,6.48
2021,5,31,6.52
2021,6,1,5.55
2021,6,2,5.2
2021,6,3,5.71
2021,6,4,5.46
2021,6,5,4.22
2021,6,6,4.13
2021,6,7,4.26
2021,6,8,5.2
2021,6,9,4.97
2021,6,10,5.53
2021,6,11,5.23
2021,6,12,6.1
2021,6,13,5.51
2021,6,14,5.44
2021,6,15,6.84
2021,6,16,6.91
2021,6,17,5.82
2021,6,18,5.29
2021,6,19,5.46
2021,6,20,5.44
2021,6,21,5.25
2021,6,22,5.02
2021,6,23,3.76
2021,6,24,4.34
2021,6,25,4.46
2021,6,26,5.15
2021,6,27,4.88
2021,6,28,4.8
2021,6,29,3.95
2021,6,30,4.09
2021,7,1,5.05
2021,7,2,4.7
2021,7,3,5.58
2021,7,4,4.8
2021,7,5,5.4
2021,7,6,4.91
2021,7,7,4.83
2021,7,8,5.5
2021,7,9,6.91
2021,7,10,8.12
2021,7,11,6.18
2021,7,12,6.52
2021,7,13,5.73
2021,7,14,5.52
2021,7,15,5.04
2021,7,16,5.57
2021,7,17,4.9
2021,7,18,5.86
2021,7,19,5.08
2021,7,20,5.39
2021,7,21,5.57
2021,7,22,5.77
2021,7,23,7.03
2021,7,24,7.2
2021,7,25,6.42
2021,7,26,6.13
2021,7,27,5.34
2021,7,28,5.02
2021,7,29,5.8
2021,7,30,5.93
2021,7,31,6.25
2021,8,1,5.86
2021,8,2,5.14
2021,8,3,5.3
2021,8,4,5.77
2021,8,5,5.69
2021,8,6,5.59
2021,8,7,6.86
2021,8,8,5.01
2021,8,9,4.21
2021,8,10,5.97
2021,8,11,6.96
2021,8,12,5.87
2021,8,13,6.36
2021,8,14,5.79
2021,8,15,5.69
2021,8,16,5.31
2021,8,17,4.88
2021,8,18,5.05
2021,8,19,4.42
2021,8,20,3.9
2021,8,21,3.88
2021,8,22,2.84
2021,8,23,2.77
2021,8,24,3.09
2021,8,25,3.48
2021,8,26,5.52
2021,8,27,6.07
2021,8,28,6.22
2021,8,29,6.69
2021,8,30,5.61
2021,8,31,4.55
2021,9,1,4.62
2021,9,2,4.34
2021,9,3,3.91
2021,9,4,4.81
2021,9,5,5.61
2021,9,6,5.2
2021,9,7,5.04
2021,9,8,5.51
2021,9,9,4.95
2021,9,10,5.59
2021,9,11,5.1
2021,9,12,5.8
2021,9,13,6.49
2021,9,14,4.9
2021,9,15,4.42
2021,9,16,4.75
2021,9,17,4.37
2021,9,18,4.12
2021,9,19,4.27
2021,9,20,4.02
2021,9,21,4.82
2021,9,22,5.37
2021,9,23,6.1
2021,9,24,5.23
2021,9,25,5.14
2021,9,26,5.04
2021,9,27,8.36
2021,9,28,5.89
2021,9,29,4.73
2021,9,30,4.19
2021,10,1,3.84
2021,10,2,4.03
2021,10,3,3.78
2021,10,4,2.71
2021,10,5,3.55
2021,10,6,3.45
2021,10,7,3.45
2021,10,8,4.58
2021,10,9,4.92
2021,10,10,4.89
2021,10,11,4.9
2021,10,12,5.38
2021,10,13,4.76
2021,10,14,5.26
2021,10,15,5.42
2021,10,16,7.3
2021,10,17,7.04
2021,10,18,6
2021,10,19,4.19
2021,10,20,3.69
2021,10,21,2.37
2021,10,22,1.73
2021,10,23,2.69
2021,10,24,3.2
2021,10,25,2.34
2021,10,26,1.64
2021,10,27,2.07
2021,10,28,1.32
2021,10,29,2.05
2021,10,30,3.22
2021,10,31,3.11
2021,11,1,2.09
2021,11,2,2.62
2021,11,3,2.23
2021,11,4,1.98
2021,11,5,3.27
2021,11,6,2.58
2021,11,7,3.66
2021,11,8,4.07
2021,11,9,3.84
2021,11,10,3.82
2021,11,11,4.95
2021,11,12,6.55
2021,11,13,6.23
2021,11,14,6.34
2021,11,15,4.83
2021,11,16,3.8
2021,11,17,2.08
2021,11,18,3.65
2021,11,19,5.84
2021,11,20,5.45
2021,11,21,3.45
2021,11,22,2.79
2021,11,23,2.23
2021,11,24,3.05
2021,11,25,2.02
2021,11,26,2.71
2021,11,27,2.3
2021,11,28,4.23
2021,11,29,3.59
2021,11,30,3.06
2021,12,1,2.47
2021,12,2,1.25
2021,12,3,2.05
2021,12,4,1.75
2021,12,5,2.03
2021,12,6,1.62
2021,12,7,1.84
2021,12,8,3.2
2021,12,9,3.05
2021,12,10,4.49
2021,12,11,4.05
2021,12,12,4.88
2021,12,13,4.33
2021,12,14,4.52
2021,12,15,4.23
2021,12,16,4.23
2021,12,17,3.73
2021,12,18,3.77
2021,12,19,4.95
2021,12,20,4.82
2021,12,21,3.37
2021,12,22,2.71
2021,12,23,2.85
2021,12,24,3.46
2021,12,25,3.55
2021,12,26,3.82
2021,12,27,4.61
2021,12,28,4.4
2021,12,29,3.85
2021,12,30,3.32
2021,12,31,4.73
2022,1,1,4.71
2022,1,2,6.62
2022,1,3,5.51
2022,1,4,5.11
2022,1,5,3.77
2022,1,6,3.47
2022,1,7,3.56
2022,1,8,3.81
2022,1,9,3.7
2022,1,10,2.71
2022,1,11,2.65
2022,1,12,2.2
2022,1,13,1.7
2022,1,14,1.62
2022,1,15,1.59
2022,1,16,3.81
2022,1,17,4.45
2022,1,18,5.02
2022,1,19,3.21
2022,1,20,1.95
2022,1,21,1.23
2022,1,22,2.93
2022,1,23,4.02
2022,1,24,3.88
2022,1,25,3.12
2022,1,26,2.75
2022,1,27,3.22
2022,1,28,5.75
2022,1,29,4.69
2022,1,30,2.75
2022,1,31,3.09
2022,2,1,3.12
2022,2,2,3.23
2022,2,3,2.55
2022,2,4,2.41
2022,2,5,1.89
2022,2,6,1.84
2022,2,7,2.52
2022,2,8,1.93
2022,2,9,3.3
2022,2,10,2.54
2022,2,11,3.18
2022,2,12,3.44
2022,2,13,4.89
2022,2,14,3.84
2022,2,15,3.66
2022,2,16,2.84
2022,2,17,2.09
2022,2,18,3.2
2022,2,19,3.47
2022,2,20,2.97
2022,2,21,2.04
2022,2,22,2.05
2022,2,23,4.2
2022,2,24,3.59
2022,2,25,3.16
2022,2,26,3.07
2022,2,27,4.17
2022,2,28,3.38
2022,3,1,2.57
2022,3,2,3.78
2022,3,3,3.02
2022,3,4,2.34
2022,3,5,1.92
2022,3,6,2.27
2022,3,7,2.38
2022,3,8,2.32
2022,3,9,2.27
2022,3,10,2
2022,3,11,2.52
2022,3,12,2.09
2022,3,13,3.3
2022,3,14,2.42
2022,3,15,1.77
2022,3,16,3.31
2022,3,17,3.18
2022,3,18,3.46
2022,3,19,4.01
2022,3,20,5.06
2022,3,21,5.03
2022,3,22,5.1
2022,3,23,3.35
2022,3,24,3.45
2022,3,25,3.05
2022,3,26,2
2022,3,27,1.69
2022,3,28,1.81
2022,3,29,2.42
2022,3,30,2.19
2022,3,31,1.8
2022,4,1,2.49
2022,4,2,2.59
2022,4,3,2.07
2022,4,4,1.84
2022,4,5,2.22
2022,4,6,1.44
2022,4,7,1.55
2022,4,8,1.58
2022,4,9,2.66
2022,4,10,3.28
2022,4,11,2.99
2022,4,12,1.05
2022,4,13,1.89
2022,4,14,2.21
2022,4,15,2.57
2022,4,16,3.1
2022,4,17,3.08
2022,4,18,4.08
2022,4,19,4.49
2022,4,20,3.57
2022,4,21,1.53
2022,4,22,2.73
2022,4,23,1.42
2022,4,24,1.46
2022,4,25,1.66
2022,4,26,1.59
2022,4,27,1.51
2022,4,28,1.91
2022,4,29,2.28
2022,4,30,3.48
2022,5,1,4.98
2022,5,2,5.09
2022,5,3,3.95
2022,5,4,3.55
2022,5,5,4.69
2022,5,6,3.65
2022,5,7,4.7
2022,5,8,5.36
2022,5,9,5.88
2022,5,10,5.79
2022,5,11,6.09
2022,5,12,5.79
2022,5,13,5.04
2022,5,14,6.82
2022,5,15,7.05
2022,5,16,6.57
2022,5,17,5.67
2022,5,18,6.15
2022,5,19,4.97
2022,5,20,4.27
2022,5,21,5.16
2022,5,22,5.2
2022,5,23,4.73
2022,5,24,4.45
2022,5,25,3.23
2022,5,26,3.57
2022,5,27,4.49
2022,5,28,4.65
2022,5,29,3.88
2022,5,30,5.03
2022,5,31,5.55
2022,6,1,5.42
2022,6,2,5.3
2022,6,3,5.89
2022,6,4,4.59
2022,6,5,4.36
2022,6,6,4.07
2022,6,7,4.22
2022,6,8,4.75
2022,6,9,4.95
2022,6,10,5.13
2022,6,11,3.45
2022,6,12,4.12
2022,6,13,4.34
2022,6,14,4.7
2022,6,15,4.67
2022,6,16,4.95
2022,6,17,4.9
2022,6,18,4.62
2022,6,19,4.61
2022,6,20,4.54
2022,6,21,4.71
2022,6,22,4.05
2022,6,23,4.38
2022,6,24,4.48
2022,6,25,6
2022,6,26,4.73
2022,6,27,4.98
2022,6,28,5.63
2022,6,29,6.05
2022,6,30,6.48
2022,7,1,6.63
2022,7,2,6.78
2022,7,3,6.91
2022,7,4,7.45
2022,7,5,7.13
2022,7,6,6.12
2022,7,7,5.63
2022,7,8,6.66
2022,7,9,5.97
2022,7,10,6.29
2022,7,11,5.41
2022,7,12,5.36
2022,7,13,5.73
2022,7,14,5.9
2022,7,15,4.64
2022,7,16,3.62
2022,7,17,4.23
2022,7,18,7.02
2022,7,19,5.66
2022,7,20,5.91
2022,7,21,5.91
2022,7,22,5.8
2022,7,23,4.88
2022,7,24,4.65
2022,7,25,5.27
2022,7,26,5.73
2022,7,27,3.56
2022,7,28,2.98
2022,7,29,2.36
2022,7,30,3.91
2022,7,31,4.59
2022,8,1,7.97
2022,8,2,9.07
2022,8,3,7.52
2022,8,4,8.58
2022,8,5,7.34
2022,8,6,4.26
2022,8,7,4.42
2022,8,8,4.62
2022,8,9,5.23
2022,8,10,4.65
2022,8,11,4.49
2022,8,12,4.09
2022,8,13,4.21
2022,8,14,4.94
2022,8,15,4.92
2022,8,16,3.99
2022,8,17,4.04
2022,8,18,4.84
2022,8,19,4.81
2022,8,20,5.27
2022,8,21,4.74
2022,8,22,5.65
2022,8,23,5.51
2022,8,24,5.27
2022,8,25,6.08
2022,8,26,4.65
2022,8,27,4.81
2022,8,28,5.97
2022,8,29,4.81
2022,8,30,4.86
2022,8,31,2.86
2022,9,1,4.22
2022,9,2,4.52
2022,9,3,3.8
2022,9,4,4.25
2022,9,5,4.77
2022,9,6,5.46
2022,9,7,6.52
2022,9,8,5.17
2022,9,9,4.52
2022,9,10,4.69
2022,9,11,4.73
2022,9,12,4.78
2022,9,13,3.8
2022,9,14,3.61
2022,9,15,3.75
2022,9,16,4.65
2022,9,17,4.4
2022,9,18,4.41
2022,9,19,4.71
2022,9,20,4.19
2022,9,21,4.38
2022,9,22,4.79
2022,9,23,4.75
2022,9,24,5.15
2022,9,25,5.18
2022,9,26,5.59
2022,9,27,5.82
2022,9,28,5.12
2022,9,29,4.1
2022,9,30,4.76
2022,10,1,5.49
2022,10,2,4.98
2022,10,3,6.16
2022,10,4,5.85
2022,10,5,5.1
2022,10,6,4.38
2022,10,7,4.13
2022,10,8,4.52
2022,10,9,4.07
2022,10,10,3.47
2022,10,11,1.59
2022,10,12,3.51
2022,10,13,3.42
2022,10,14,3.96
2022,10,15,2.38
2022,10,16,3.38
2022,10,17,3.99
2022,10,18,4.73
2022,10,19,4.62
2022,10,20,3.95
2022,10,21,2.97
2022,10,22,1.62
2022,10,23,2.27
2022,10,24,3.74
2022,10,25,3.33
2022,10,26,2.3
2022,10,27,1.47
2022,10,28,1.34
2022,10,29,1.64
2022,10,30,1.8
2022,10,31,1.66
2022,11,1,3.98
2022,11,2,3.27
2022,11,3,2.95
2022,11,4,2.2
2022,11,5,1.93
2022,11,6,1.71
2022,11,7,1.81
2022,11,8,1.97
2022,11,9,2.02
2022,11,10,2.09
2022,11,11,2.99
2022,11,12,4
2022,11,13,2.16
2022,11,14,2.13
2022,11,15,2.16
2022,11,16,1.14
2022,11,17,1.3
2022,11,18,1.87
2022,11,19,2.62
2022,11,20,2.56
2022,11,21,2.18
2022,11,22,3.49
2022,11,23,4.11
2022,11,24,2.85
2022,11,25,1.99
2022,11,26,2.17
2022,11,27,1.79
2022,11,28,1.66
2022,11,29,1.07
2022,11,30,2.65
2022,12,1,2.63
2022,12,2,2.62
2022,12,3,2.71
2022,12,4,2.36
2022,12,5,3.55
2022,12,6,2.45
2022,12,7,1.71
2022,12,8,3.57
2022,12,9,4.48
2022,12,10,5.27
2022,12,11,5.36
2022,12,12,3.56
2022,12,13,1.79
2022,12,14,2.77
2022,12,15,3.08
2022,12,16,3.56
2022,12,17,3.8
2022,12,18,3.95
2022,12,19,3.55
2022,12,20,3.3
2022,12,21,3
2022,12,22,2.04
2022,12,23,1.95
2022,12,24,2.27
2022,12,25,2.48
2022,12,26,3.25
2022,12,27,4.66
2022,12,28,3.55
2022,12,29,4.95
2022,12,30,3.98
2022,12,31,3.55
2023,1,1,2.64
2023,1,2,4.2
2023,1,3,3.63
2023,1,4,4.15
2023,1,5,3.72
2023,1,6,4.08
2023,1,7,4.45
2023,1,8,4.7
2023,1,9,4.45
2023,1,10,3.93
2023,1,11,3.2
2023,1,12,3.02
2023,1,13,2.82
2023,1,14,2.41
2023,1,15,2.38
2023,1,16,2.37
2023,1,17,3.11
2023,1,18,4.73
2023,1,19,3.98
2023,1,20,4.27
2023,1,21,3.24
2023,1,22,4.28
2023,1,23,2.8
2023,1,24,3.02
2023,1,25,2.55
2023,1,26,2.73
2023,1,27,2.53
2023,1,28,2.8
2023,1,29,2.9
2023,1,30,2.87
2023,1,31,2.81
2023,2,1,2.07
2023,2,2,2.9
2023,2,3,2.73
2023,2,4,2.73
2023,2,5,1.98
2023,2,6,2.47
2023,2,7,2.27
2023,2,8,2.19
2023,2,9,2.15
2023,2,10,2.77
2023,2,11,2.41
2023,2,12,2.48
2023,2,13,3.15
2023,2,14,2.67
2023,2,15,2.23
2023,2,16,3.37
2023,2,17,3.59
2023,2,18,2.62
2023,2,19,2.23
2023,2,20,2.57
2023,2,21,2.35
2023,2,22,2.8
2023,2,23,3.6
2023,2,24,2.86
2023,2,25,2.99
2023,2,26,4.09
2023,2,27,3.51
2023,2,28,3.22
2023,3,1,5.4
2023,3,2,4.38
2023,3,3,4.12
2023,3,4,4.33
2023,3,5,4.23
2023,3,6,3.46
2023,3,7,3.03
2023,3,8,4.27
2023,3,9,4.16
2023,3,10,4.83
2023,3,11,3.36
2023,3,12,3.77
2023,3,13,4.07
2023,3,14,3.31
2023,3,15,2.55
2023,3,16,2.09
2023,3,17,2.12
2023,3,18,2.98
2023,3,19,3.5
2023,3,20,2.91
2023,3,21,4.31
2023,3,22,4.07
2023,3,23,2.8
2023,3,24,2.26
2023,3,25,2.07
2023,3,26,2.24
2023,3,27,3.6
2023,3,28,2.93
2023,3,29,2.23
2023,3,30,2.95
2023,3,31,2.98
2023,4,1,3.05
2023,4,2,3.38
2023,4,3,3.59
2023,4,4,2.27
2023,4,5,1.98
2023,4,6,1.57
2023,4,7,2.51
2023,4,8,4.23
2023,4,9,2.88
2023,4,10,3.6
2023,4,11,3.43
